"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Sep 21 14:52:02 GMT 2025","Sun Sep 21 14:52:02 GMT 2025","54","teamcity.ui.SetupServerTest","Command line test","teamcity.ui.SetupServerTest","teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
