"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Sep 21 14:51:38 GMT 2025","Sun Sep 21 14:51:38 GMT 2025","46","teamcity.ui.SetupServerTest","Command line test","teamcity.ui.SetupServerTest","teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
